Importance,Level,Job Zone,Occupation,Skill,Category
16,13,1,Plasterers and Stucco Masons,Repairing,Technical Skills
16,13,2,Reinforcing Iron and Rebar Workers,Repairing,Technical Skills
16,13,3,Structural Metal Fabricators and Fitters,Repairing,Technical Skills
16,11,4,Agricultural Engineers,Repairing,Technical Skills
16,11,5,Astronomers,Repairing,Technical Skills
16,11,2,Baggage Porters and Bellhops,Repairing,Technical Skills
16,11,5,"Health Specialties Teachers, Postsecondary",Repairing,Technical Skills
16,11,4,Information Security Analysts,Repairing,Technical Skills
16,11,3,Nuclear Monitoring Technicians,Repairing,Technical Skills
16,11,2,"Painters, Construction and Maintenance",Repairing,Technical Skills
16,9,4,Broadcast Announcers and Radio Disc Jockeys,Repairing,Technical Skills
16,9,2,Counter and Rental Clerks,Repairing,Technical Skills
16,9,4,Cytogenetic Technologists,Repairing,Technical Skills
16,9,2,Public Safety Telecommunicators,Repairing,Technical Skills
16,9,2,Veterinary Assistants and Laboratory Animal Caretakers,Repairing,Technical Skills
13,14,3,Embalmers,Repairing,Technical Skills
13,14,4,Materials Engineers,Repairing,Technical Skills
13,13,3,Billing and Posting Clerks,Repairing,Technical Skills
13,13,4,Computer Systems Engineers/Architects,Repairing,Technical Skills
13,13,3,Forensic Science Technicians,Repairing,Technical Skills
13,13,2,Shoe and Leather Workers and Repairers,Repairing,Technical Skills
13,13,2,Tapers,Repairing,Technical Skills
13,11,4,Computer and Information Systems Managers,Repairing,Technical Skills
13,11,3,Medical Assistants,Repairing,Technical Skills
13,11,3,Occupational Therapy Aides,Repairing,Technical Skills
13,11,3,Photographers,Repairing,Technical Skills
13,9,4,"Career/Technical Education Teachers, Secondary School",Repairing,Technical Skills
13,9,2,Food Batchmakers,Repairing,Technical Skills
13,9,3,Phlebotomists,Repairing,Technical Skills
13,9,5,Radiologists,Repairing,Technical Skills
13,7,2,Cargo and Freight Agents,Repairing,Technical Skills
13,7,5,"Ophthalmologists, Except Pediatric",Repairing,Technical Skills
10,11,4,Lodging Managers,Repairing,Technical Skills
10,11,2,Log Graders and Scalers,Repairing,Technical Skills
10,11,4,Logistics Engineers,Repairing,Technical Skills
10,11,4,Mechatronics Engineers,Repairing,Technical Skills
10,11,2,Slaughterers and Meat Packers,Repairing,Technical Skills
10,9,5,"Dentists, General",Repairing,Technical Skills
10,9,5,Physical Therapists,Repairing,Technical Skills
10,9,3,"Potters, Manufacturing",Repairing,Technical Skills
10,9,4,Range Managers,Repairing,Technical Skills
10,7,5,"Art, Drama, and Music Teachers, Postsecondary",Repairing,Technical Skills
10,7,4,Film and Video Editors,Repairing,Technical Skills
10,7,1,"Painting, Coating, and Decorating Workers",Repairing,Technical Skills
10,5,4,"Career/Technical Education Teachers, Middle School",Repairing,Technical Skills
10,5,2,"Coil Winders, Tapers, and Finishers",Repairing,Technical Skills
10,5,3,Court Reporters and Simultaneous Captioners,Repairing,Technical Skills
10,5,2,Food Cooking Machine Operators and Tenders,Repairing,Technical Skills
10,5,2,"Insulation Workers, Mechanical",Repairing,Technical Skills
10,5,3,Nuclear Power Reactor Operators,Repairing,Technical Skills
10,5,3,Ophthalmic Medical Technologists,Repairing,Technical Skills
10,5,2,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Repairing,Technical Skills
10,5,5,Set and Exhibit Designers,Repairing,Technical Skills
6,Not relevant,2,Animal Caretakers,Repairing,Technical Skills
6,Not relevant,4,Cartographers and Photogrammetrists,Repairing,Technical Skills
6,Not relevant,3,Commercial Pilots,Repairing,Technical Skills
6,Not relevant,2,"Court, Municipal, and License Clerks",Repairing,Technical Skills
6,Not relevant,2,Driver/Sales Workers,Repairing,Technical Skills
6,Not relevant,3,Energy Auditors,Repairing,Technical Skills
6,Not relevant,3,Exercise Trainers and Group Fitness Instructors,Repairing,Technical Skills
6,Not relevant,3,Fabric and Apparel Patternmakers,Repairing,Technical Skills
6,Not relevant,3,Fire Inspectors and Investigators,Repairing,Technical Skills
6,Not relevant,2,Funeral Attendants,Repairing,Technical Skills
6,Not relevant,2,Gambling Surveillance Officers and Gambling Investigators,Repairing,Technical Skills
6,Not relevant,5,General Internal Medicine Physicians,Repairing,Technical Skills
6,Not relevant,2,"Library Assistants, Clerical",Repairing,Technical Skills
6,Not relevant,2,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Repairing,Technical Skills
6,Not relevant,3,Occupational Therapy Assistants,Repairing,Technical Skills
6,Not relevant,4,Online Merchants,Repairing,Technical Skills
6,Not relevant,2,"Packers and Packagers, Hand",Repairing,Technical Skills
6,Not relevant,2,Parking Attendants,Repairing,Technical Skills
5,Not relevant,4,Geographic Information Systems Technologists and Technicians,Repairing,Technical Skills
3,Not relevant,3,Air Traffic Controllers,Repairing,Technical Skills
3,Not relevant,4,"Airline Pilots, Copilots, and Flight Engineers",Repairing,Technical Skills
3,Not relevant,4,Art Directors,Repairing,Technical Skills
3,Not relevant,2,Bakers,Repairing,Technical Skills
3,Not relevant,4,Biofuels Production Managers,Repairing,Technical Skills
3,Not relevant,4,Bioinformatics Technicians,Repairing,Technical Skills
3,Not relevant,4,"Buyers and Purchasing Agents, Farm Products",Repairing,Technical Skills
3,Not relevant,5,Computer and Information Research Scientists,Repairing,Technical Skills
3,Not relevant,4,Conservation Scientists,Repairing,Technical Skills
3,Not relevant,3,"Cooks, Private Household",Repairing,Technical Skills
3,Not relevant,2,Couriers and Messengers,Repairing,Technical Skills
3,Not relevant,4,Data Warehousing Specialists,Repairing,Technical Skills
3,Not relevant,4,Database Administrators,Repairing,Technical Skills
3,Not relevant,4,Database Architects,Repairing,Technical Skills
3,Not relevant,3,Electrical and Electronics Drafters,Repairing,Technical Skills
3,Not relevant,3,Executive Secretaries and Executive Administrative Assistants,Repairing,Technical Skills
3,Not relevant,4,Exercise Physiologists,Repairing,Technical Skills
3,Not relevant,4,Fitness and Wellness Coordinators,Repairing,Technical Skills
3,Not relevant,3,Library Technicians,Repairing,Technical Skills
3,Not relevant,4,Musicians and Singers,Repairing,Technical Skills
3,Not relevant,4,Occupational Health and Safety Specialists,Repairing,Technical Skills
3,Not relevant,4,Park Naturalists,Repairing,Technical Skills
3,Not relevant,2,Pharmacy Aides,Repairing,Technical Skills
3,Not relevant,4,Registered Nurses,Repairing,Technical Skills
3,Not relevant,4,Software Quality Assurance Analysts and Testers,Repairing,Technical Skills
3,Not relevant,3,Speech-Language Pathology Assistants,Repairing,Technical Skills
3,Not relevant,2,Stockers and Order Fillers,Repairing,Technical Skills
3,Not relevant,2,Travel Guides,Repairing,Technical Skills
3,Not relevant,4,Validation Engineers,Repairing,Technical Skills
3,Not relevant,4,Web Administrators,Repairing,Technical Skills
3,Not relevant,4,Wind Energy Development Managers,Repairing,Technical Skills
1,Not relevant,4,"Transportation, Storage, and Distribution Managers",Repairing,Technical Skills
0,Not relevant,4,Accountants and Auditors,Repairing,Technical Skills
0,Not relevant,2,Actors,Repairing,Technical Skills
0,Not relevant,4,Actuaries,Repairing,Technical Skills
0,Not relevant,5,Acupuncturists,Repairing,Technical Skills
0,Not relevant,3,Acute Care Nurses,Repairing,Technical Skills
0,Not relevant,5,Adapted Physical Education Specialists,Repairing,Technical Skills
0,Not relevant,5,"Administrative Law Judges, Adjudicators, and Hearing Officers",Repairing,Technical Skills
0,Not relevant,3,Administrative Services Managers,Repairing,Technical Skills
0,Not relevant,4,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Repairing,Technical Skills
0,Not relevant,5,Advanced Practice Psychiatric Nurses,Repairing,Technical Skills
0,Not relevant,4,Advertising and Promotions Managers,Repairing,Technical Skills
0,Not relevant,4,Advertising Sales Agents,Repairing,Technical Skills
0,Not relevant,4,Aerospace Engineers,Repairing,Technical Skills
0,Not relevant,4,"Agents and Business Managers of Artists, Performers, and Athletes",Repairing,Technical Skills
0,Not relevant,2,Agricultural Inspectors,Repairing,Technical Skills
0,Not relevant,5,"Agricultural Sciences Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,3,Airfield Operations Specialists,Repairing,Technical Skills
0,Not relevant,5,Allergists and Immunologists,Repairing,Technical Skills
0,Not relevant,5,Anesthesiologists,Repairing,Technical Skills
0,Not relevant,2,Animal Breeders,Repairing,Technical Skills
0,Not relevant,2,Animal Control Workers,Repairing,Technical Skills
0,Not relevant,5,Animal Scientists,Repairing,Technical Skills
0,Not relevant,2,Animal Trainers,Repairing,Technical Skills
0,Not relevant,5,Anthropologists and Archeologists,Repairing,Technical Skills
0,Not relevant,5,"Anthropology and Archeology Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,Appraisers and Assessors of Real Estate,Repairing,Technical Skills
0,Not relevant,5,"Arbitrators, Mediators, and Conciliators",Repairing,Technical Skills
0,Not relevant,5,"Architects, Except Landscape and Naval",Repairing,Technical Skills
0,Not relevant,3,Architectural and Civil Drafters,Repairing,Technical Skills
0,Not relevant,5,Architectural and Engineering Managers,Repairing,Technical Skills
0,Not relevant,5,"Architecture Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Archivists,Repairing,Technical Skills
0,Not relevant,5,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Art Therapists,Repairing,Technical Skills
0,Not relevant,2,Athletes and Sports Competitors,Repairing,Technical Skills
0,Not relevant,5,Athletic Trainers,Repairing,Technical Skills
0,Not relevant,4,Atmospheric and Space Scientists,Repairing,Technical Skills
0,Not relevant,5,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,Automotive Engineers,Repairing,Technical Skills
0,Not relevant,3,Bailiffs,Repairing,Technical Skills
0,Not relevant,2,Bartenders,Repairing,Technical Skills
0,Not relevant,2,Bill and Account Collectors,Repairing,Technical Skills
0,Not relevant,5,Bioinformatics Scientists,Repairing,Technical Skills
0,Not relevant,5,Biologists,Repairing,Technical Skills
0,Not relevant,5,Biostatisticians,Repairing,Technical Skills
0,Not relevant,3,"Bookkeeping, Accounting, and Auditing Clerks",Repairing,Technical Skills
0,Not relevant,3,Brokerage Clerks,Repairing,Technical Skills
0,Not relevant,4,Brownfield Redevelopment Specialists and Site Managers,Repairing,Technical Skills
0,Not relevant,4,Budget Analysts,Repairing,Technical Skills
0,Not relevant,4,Business Continuity Planners,Repairing,Technical Skills
0,Not relevant,4,Business Intelligence Analysts,Repairing,Technical Skills
0,Not relevant,5,"Business Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,2,Cashiers,Repairing,Technical Skills
0,Not relevant,4,Chemical Engineers,Repairing,Technical Skills
0,Not relevant,5,"Chemistry Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Chief Executives,Repairing,Technical Skills
0,Not relevant,5,Chief Sustainability Officers,Repairing,Technical Skills
0,Not relevant,4,"Child, Family, and School Social Workers",Repairing,Technical Skills
0,Not relevant,2,Childcare Workers,Repairing,Technical Skills
0,Not relevant,5,Chiropractors,Repairing,Technical Skills
0,Not relevant,4,Choreographers,Repairing,Technical Skills
0,Not relevant,3,Civil Engineering Technologists and Technicians,Repairing,Technical Skills
0,Not relevant,4,"Claims Adjusters, Examiners, and Investigators",Repairing,Technical Skills
0,Not relevant,5,Clergy,Repairing,Technical Skills
0,Not relevant,5,Climate Change Policy Analysts,Repairing,Technical Skills
0,Not relevant,5,Clinical and Counseling Psychologists,Repairing,Technical Skills
0,Not relevant,4,Clinical Data Managers,Repairing,Technical Skills
0,Not relevant,5,Clinical Nurse Specialists,Repairing,Technical Skills
0,Not relevant,4,Clinical Research Coordinators,Repairing,Technical Skills
0,Not relevant,4,Coaches and Scouts,Repairing,Technical Skills
0,Not relevant,4,Commercial and Industrial Designers,Repairing,Technical Skills
0,Not relevant,5,"Communications Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,Community Health Workers,Repairing,Technical Skills
0,Not relevant,4,Compensation and Benefits Managers,Repairing,Technical Skills
0,Not relevant,4,"Compensation, Benefits, and Job Analysis Specialists",Repairing,Technical Skills
0,Not relevant,4,Compliance Managers,Repairing,Technical Skills
0,Not relevant,3,Compliance Officers,Repairing,Technical Skills
0,Not relevant,4,Computer Programmers,Repairing,Technical Skills
0,Not relevant,5,"Computer Science Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,3,Concierges,Repairing,Technical Skills
0,Not relevant,3,Construction and Building Inspectors,Repairing,Technical Skills
0,Not relevant,4,Construction Managers,Repairing,Technical Skills
0,Not relevant,1,"Cooks, Fast Food",Repairing,Technical Skills
0,Not relevant,2,"Cooks, Institution and Cafeteria",Repairing,Technical Skills
0,Not relevant,2,"Cooks, Restaurant",Repairing,Technical Skills
0,Not relevant,2,"Cooks, Short Order",Repairing,Technical Skills
0,Not relevant,3,Coroners,Repairing,Technical Skills
0,Not relevant,2,Correspondence Clerks,Repairing,Technical Skills
0,Not relevant,4,Cost Estimators,Repairing,Technical Skills
0,Not relevant,2,Costume Attendants,Repairing,Technical Skills
0,Not relevant,4,Credit Analysts,Repairing,Technical Skills
0,Not relevant,2,"Credit Authorizers, Checkers, and Clerks",Repairing,Technical Skills
0,Not relevant,4,Credit Counselors,Repairing,Technical Skills
0,Not relevant,5,"Criminal Justice and Law Enforcement Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,Critical Care Nurses,Repairing,Technical Skills
0,Not relevant,2,Crossing Guards and Flaggers,Repairing,Technical Skills
0,Not relevant,5,Curators,Repairing,Technical Skills
0,Not relevant,2,Customer Service Representatives,Repairing,Technical Skills
0,Not relevant,3,Customs and Border Protection Officers,Repairing,Technical Skills
0,Not relevant,3,Customs Brokers,Repairing,Technical Skills
0,Not relevant,1,"Cutters and Trimmers, Hand",Repairing,Technical Skills
0,Not relevant,3,Dancers,Repairing,Technical Skills
0,Not relevant,2,Data Entry Keyers,Repairing,Technical Skills
0,Not relevant,2,Demonstrators and Product Promoters,Repairing,Technical Skills
0,Not relevant,5,Dermatologists,Repairing,Technical Skills
0,Not relevant,3,Detectives and Criminal Investigators,Repairing,Technical Skills
0,Not relevant,3,Dietetic Technicians,Repairing,Technical Skills
0,Not relevant,5,Dietitians and Nutritionists,Repairing,Technical Skills
0,Not relevant,1,Dining Room and Cafeteria Attendants and Bartender Helpers,Repairing,Technical Skills
0,Not relevant,4,"Directors, Religious Activities and Education",Repairing,Technical Skills
0,Not relevant,2,"Dispatchers, Except Police, Fire, and Ambulance",Repairing,Technical Skills
0,Not relevant,4,Document Management Specialists,Repairing,Technical Skills
0,Not relevant,1,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Repairing,Technical Skills
0,Not relevant,5,"Economics Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Economists,Repairing,Technical Skills
0,Not relevant,4,Editors,Repairing,Technical Skills
0,Not relevant,5,"Education Administrators, Kindergarten through Secondary",Repairing,Technical Skills
0,Not relevant,5,"Education Administrators, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,"Education and Childcare Administrators, Preschool and Daycare",Repairing,Technical Skills
0,Not relevant,5,"Education Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,"Educational, Guidance, and Career Counselors and Advisors",Repairing,Technical Skills
0,Not relevant,4,"Elementary School Teachers, Except Special Education",Repairing,Technical Skills
0,Not relevant,3,"Eligibility Interviewers, Government Programs",Repairing,Technical Skills
0,Not relevant,4,Emergency Management Directors,Repairing,Technical Skills
0,Not relevant,4,"Energy Engineers, Except Wind and Solar",Repairing,Technical Skills
0,Not relevant,5,"Engineering Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,"English Language and Literature Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,Environmental Compliance Inspectors,Repairing,Technical Skills
0,Not relevant,5,Environmental Economists,Repairing,Technical Skills
0,Not relevant,4,Environmental Engineers,Repairing,Technical Skills
0,Not relevant,5,Environmental Restoration Planners,Repairing,Technical Skills
0,Not relevant,5,"Environmental Science Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,"Environmental Scientists and Specialists, Including Health",Repairing,Technical Skills
0,Not relevant,5,Epidemiologists,Repairing,Technical Skills
0,Not relevant,4,Equal Opportunity Representatives and Officers,Repairing,Technical Skills
0,Not relevant,5,"Family and Consumer Sciences Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Family Medicine Physicians,Repairing,Technical Skills
0,Not relevant,5,Farm and Home Management Educators,Repairing,Technical Skills
0,Not relevant,2,Farm Labor Contractors,Repairing,Technical Skills
0,Not relevant,3,Fashion Designers,Repairing,Technical Skills
0,Not relevant,1,Fast Food and Counter Workers,Repairing,Technical Skills
0,Not relevant,2,File Clerks,Repairing,Technical Skills
0,Not relevant,4,Financial Examiners,Repairing,Technical Skills
0,Not relevant,4,Financial Managers,Repairing,Technical Skills
0,Not relevant,5,Financial Quantitative Analysts,Repairing,Technical Skills
0,Not relevant,3,"Fine Artists, Including Painters, Sculptors, and Illustrators",Repairing,Technical Skills
0,Not relevant,4,Fire-Prevention and Protection Engineers,Repairing,Technical Skills
0,Not relevant,3,First-Line Supervisors of Correctional Officers,Repairing,Technical Skills
0,Not relevant,2,First-Line Supervisors of Food Preparation and Serving Workers,Repairing,Technical Skills
0,Not relevant,2,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Repairing,Technical Skills
0,Not relevant,4,First-Line Supervisors of Non-Retail Sales Workers,Repairing,Technical Skills
0,Not relevant,3,First-Line Supervisors of Office and Administrative Support Workers,Repairing,Technical Skills
0,Not relevant,3,First-Line Supervisors of Personal Service Workers,Repairing,Technical Skills
0,Not relevant,3,First-Line Supervisors of Police and Detectives,Repairing,Technical Skills
0,Not relevant,2,First-Line Supervisors of Retail Sales Workers,Repairing,Technical Skills
0,Not relevant,2,Flight Attendants,Repairing,Technical Skills
0,Not relevant,2,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Repairing,Technical Skills
0,Not relevant,2,Floral Designers,Repairing,Technical Skills
0,Not relevant,1,Food Preparation Workers,Repairing,Technical Skills
0,Not relevant,4,Food Scientists and Technologists,Repairing,Technical Skills
0,Not relevant,2,"Food Servers, Nonrestaurant",Repairing,Technical Skills
0,Not relevant,5,"Foreign Language and Literature Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,"Forestry and Conservation Science Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,4,"Fraud Examiners, Investigators and Analysts",Repairing,Technical Skills
0,Not relevant,2,Freight Forwarders,Repairing,Technical Skills
0,Not relevant,4,Fundraisers,Repairing,Technical Skills
0,Not relevant,3,Funeral Home Managers,Repairing,Technical Skills
0,Not relevant,2,Gambling and Sports Book Writers and Runners,Repairing,Technical Skills
0,Not relevant,2,Gambling Cage Workers,Repairing,Technical Skills
0,Not relevant,2,Gambling Dealers,Repairing,Technical Skills
0,Not relevant,2,Gambling Managers,Repairing,Technical Skills
0,Not relevant,4,General and Operations Managers,Repairing,Technical Skills
0,Not relevant,5,Genetic Counselors,Repairing,Technical Skills
0,Not relevant,5,Geneticists,Repairing,Technical Skills
0,Not relevant,4,Geographers,Repairing,Technical Skills
0,Not relevant,5,"Geography Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,"Geoscientists, Except Hydrologists and Geographers",Repairing,Technical Skills
0,Not relevant,3,Government Property Inspectors and Investigators,Repairing,Technical Skills
0,Not relevant,1,"Graders and Sorters, Agricultural Products",Repairing,Technical Skills
0,Not relevant,4,Graphic Designers,Repairing,Technical Skills
0,Not relevant,3,"Hairdressers, Hairstylists, and Cosmetologists",Repairing,Technical Skills
0,Not relevant,4,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Repairing,Technical Skills
0,Not relevant,4,Health Education Specialists,Repairing,Technical Skills
0,Not relevant,4,Health Informatics Specialists,Repairing,Technical Skills
0,Not relevant,5,Healthcare Social Workers,Repairing,Technical Skills
0,Not relevant,5,Historians,Repairing,Technical Skills
0,Not relevant,5,"History Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,2,Home Health Aides,Repairing,Technical Skills
0,Not relevant,5,Hospitalists,Repairing,Technical Skills
0,Not relevant,2,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Repairing,Technical Skills
0,Not relevant,2,"Hotel, Motel, and Resort Desk Clerks",Repairing,Technical Skills
0,Not relevant,5,Human Factors Engineers and Ergonomists,Repairing,Technical Skills
0,Not relevant,3,"Human Resources Assistants, Except Payroll and Timekeeping",Repairing,Technical Skills
0,Not relevant,4,Human Resources Managers,Repairing,Technical Skills
0,Not relevant,4,Human Resources Specialists,Repairing,Technical Skills
0,Not relevant,5,Industrial Ecologists,Repairing,Technical Skills
0,Not relevant,4,Industrial Engineers,Repairing,Technical Skills
0,Not relevant,5,Industrial-Organizational Psychologists,Repairing,Technical Skills
0,Not relevant,4,Information Technology Project Managers,Repairing,Technical Skills
0,Not relevant,5,Instructional Coordinators,Repairing,Technical Skills
0,Not relevant,2,Insurance Claims and Policy Processing Clerks,Repairing,Technical Skills
0,Not relevant,4,Insurance Sales Agents,Repairing,Technical Skills
0,Not relevant,4,Insurance Underwriters,Repairing,Technical Skills
0,Not relevant,4,Intelligence Analysts,Repairing,Technical Skills
0,Not relevant,4,Interior Designers,Repairing,Technical Skills
0,Not relevant,4,Interpreters and Translators,Repairing,Technical Skills
0,Not relevant,3,"Interviewers, Except Eligibility and Loan",Repairing,Technical Skills
0,Not relevant,5,Investment Fund Managers,Repairing,Technical Skills
0,Not relevant,5,"Judges, Magistrate Judges, and Magistrates",Repairing,Technical Skills
0,Not relevant,5,Judicial Law Clerks,Repairing,Technical Skills
0,Not relevant,4,"Kindergarten Teachers, Except Special Education",Repairing,Technical Skills
0,Not relevant,4,Labor Relations Specialists,Repairing,Technical Skills
0,Not relevant,4,Landscape Architects,Repairing,Technical Skills
0,Not relevant,5,"Law Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Lawyers,Repairing,Technical Skills
0,Not relevant,3,Legal Secretaries and Administrative Assistants,Repairing,Technical Skills
0,Not relevant,5,Librarians and Media Collections Specialists,Repairing,Technical Skills
0,Not relevant,5,"Library Science Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,3,Licensed Practical and Licensed Vocational Nurses,Repairing,Technical Skills
0,Not relevant,3,Loan Interviewers and Clerks,Repairing,Technical Skills
0,Not relevant,4,Loan Officers,Repairing,Technical Skills
0,Not relevant,2,"Locker Room, Coatroom, and Dressing Room Attendants",Repairing,Technical Skills
0,Not relevant,4,Logisticians,Repairing,Technical Skills
0,Not relevant,4,Logistics Analysts,Repairing,Technical Skills
0,Not relevant,4,Loss Prevention Managers,Repairing,Technical Skills
0,Not relevant,5,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Repairing,Technical Skills
0,Not relevant,1,Maids and Housekeeping Cleaners,Repairing,Technical Skills
0,Not relevant,3,"Makeup Artists, Theatrical and Performance",Repairing,Technical Skills
0,Not relevant,4,Management Analysts,Repairing,Technical Skills
0,Not relevant,2,Manicurists and Pedicurists,Repairing,Technical Skills
0,Not relevant,4,Market Research Analysts and Marketing Specialists,Repairing,Technical Skills
0,Not relevant,4,Marketing Managers,Repairing,Technical Skills
0,Not relevant,5,Marriage and Family Therapists,Repairing,Technical Skills
0,Not relevant,3,Massage Therapists,Repairing,Technical Skills
0,Not relevant,5,"Mathematical Science Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Mathematicians,Repairing,Technical Skills
0,Not relevant,3,Mechanical Drafters,Repairing,Technical Skills
0,Not relevant,4,Media Programming Directors,Repairing,Technical Skills
0,Not relevant,4,Medical and Health Services Managers,Repairing,Technical Skills
0,Not relevant,5,"Medical Scientists, Except Epidemiologists",Repairing,Technical Skills
0,Not relevant,2,Medical Secretaries and Administrative Assistants,Repairing,Technical Skills
0,Not relevant,3,Medical Transcriptionists,Repairing,Technical Skills
0,Not relevant,5,Mental Health and Substance Abuse Social Workers,Repairing,Technical Skills
0,Not relevant,5,Mental Health Counselors,Repairing,Technical Skills
0,Not relevant,3,Merchandise Displayers and Window Trimmers,Repairing,Technical Skills
0,Not relevant,5,Microbiologists,Repairing,Technical Skills
0,Not relevant,4,"Middle School Teachers, Except Special and Career/Technical Education",Repairing,Technical Skills
0,Not relevant,5,Midwives,Repairing,Technical Skills
0,Not relevant,4,"Mining and Geological Engineers, Including Mining Safety Engineers",Repairing,Technical Skills
0,Not relevant,3,"Model Makers, Wood",Repairing,Technical Skills
0,Not relevant,2,Models,Repairing,Technical Skills
0,Not relevant,5,Molecular and Cellular Biologists,Repairing,Technical Skills
0,Not relevant,3,"Morticians, Undertakers, and Funeral Arrangers",Repairing,Technical Skills
0,Not relevant,4,Music Directors and Composers,Repairing,Technical Skills
0,Not relevant,4,Music Therapists,Repairing,Technical Skills
0,Not relevant,2,Nannies,Repairing,Technical Skills
0,Not relevant,5,Natural Sciences Managers,Repairing,Technical Skills
0,Not relevant,5,Naturopathic Physicians,Repairing,Technical Skills
0,Not relevant,5,Neurologists,Repairing,Technical Skills
0,Not relevant,3,New Accounts Clerks,Repairing,Technical Skills
0,Not relevant,4,"News Analysts, Reporters, and Journalists",Repairing,Technical Skills
0,Not relevant,5,Nurse Midwives,Repairing,Technical Skills
0,Not relevant,5,Nurse Practitioners,Repairing,Technical Skills
0,Not relevant,3,Nursing Assistants,Repairing,Technical Skills
0,Not relevant,5,"Nursing Instructors and Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Obstetricians and Gynecologists,Repairing,Technical Skills
0,Not relevant,3,Occupational Health and Safety Technicians,Repairing,Technical Skills
0,Not relevant,5,Occupational Therapists,Repairing,Technical Skills
0,Not relevant,2,"Office Clerks, General",Repairing,Technical Skills
0,Not relevant,5,Operations Research Analysts,Repairing,Technical Skills
0,Not relevant,5,Optometrists,Repairing,Technical Skills
0,Not relevant,2,Order Clerks,Repairing,Technical Skills
0,Not relevant,2,Orderlies,Repairing,Technical Skills
0,Not relevant,5,Orthodontists,Repairing,Technical Skills
0,Not relevant,5,Orthoptists,Repairing,Technical Skills
0,Not relevant,2,Paperhangers,Repairing,Technical Skills
0,Not relevant,3,Paralegals and Legal Assistants,Repairing,Technical Skills
0,Not relevant,2,Passenger Attendants,Repairing,Technical Skills
0,Not relevant,3,Patient Representatives,Repairing,Technical Skills
0,Not relevant,3,Payroll and Timekeeping Clerks,Repairing,Technical Skills
0,Not relevant,5,"Pediatricians, General",Repairing,Technical Skills
0,Not relevant,2,Personal Care Aides,Repairing,Technical Skills
0,Not relevant,4,Personal Financial Advisors,Repairing,Technical Skills
0,Not relevant,4,Petroleum Engineers,Repairing,Technical Skills
0,Not relevant,5,Pharmacists,Repairing,Technical Skills
0,Not relevant,3,Pharmacy Technicians,Repairing,Technical Skills
0,Not relevant,5,"Philosophy and Religion Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Physical Medicine and Rehabilitation Physicians,Repairing,Technical Skills
0,Not relevant,2,Physical Therapist Aides,Repairing,Technical Skills
0,Not relevant,5,Physician Assistants,Repairing,Technical Skills
0,Not relevant,5,"Physicians, Pathologists",Repairing,Technical Skills
0,Not relevant,5,Physicists,Repairing,Technical Skills
0,Not relevant,5,Podiatrists,Repairing,Technical Skills
0,Not relevant,4,"Poets, Lyricists and Creative Writers",Repairing,Technical Skills
0,Not relevant,3,Police and Sheriff's Patrol Officers,Repairing,Technical Skills
0,Not relevant,3,Police Identification and Records Officers,Repairing,Technical Skills
0,Not relevant,5,"Political Science Teachers, Postsecondary",Repairing,Technical Skills
0,Not relevant,5,Political Scientists,Repairing,Technical Skills
0,Not relevant,2,Postal Service Clerks,Repairing,Technical Skills
