Importance,Level,Job Zone,Occupation,Skill,Category
78,57,3,Aircraft Mechanics and Service Technicians,Troubleshooting,Technical Skills
78,57,3,"Mobile Heavy Equipment Mechanics, Except Engines",Troubleshooting,Technical Skills
78,57,3,Signal and Track Switch Repairers,Troubleshooting,Technical Skills
75,57,3,Electricians,Troubleshooting,Technical Skills
75,57,3,Elevator and Escalator Installers and Repairers,Troubleshooting,Technical Skills
75,57,3,Industrial Machinery Mechanics,Troubleshooting,Technical Skills
75,57,3,Robotics Technicians,Troubleshooting,Technical Skills
75,57,3,Wind Turbine Service Technicians,Troubleshooting,Technical Skills
75,54,3,Bus and Truck Mechanics and Diesel Engine Specialists,Troubleshooting,Technical Skills
75,54,2,Rail Car Repairers,Troubleshooting,Technical Skills
72,57,3,Avionics Technicians,Troubleshooting,Technical Skills
72,57,3,Electro-Mechanical and Mechatronics Technologists and Technicians,Troubleshooting,Technical Skills
72,57,3,Medical Equipment Repairers,Troubleshooting,Technical Skills
72,55,3,"Electric Motor, Power Tool, and Related Repairers",Troubleshooting,Technical Skills
72,55,3,Farm Equipment Mechanics and Service Technicians,Troubleshooting,Technical Skills
72,55,3,Motorcycle Mechanics,Troubleshooting,Technical Skills
72,54,3,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Troubleshooting,Technical Skills
72,52,3,Camera and Photographic Equipment Repairers,Troubleshooting,Technical Skills
69,57,4,Network and Computer Systems Administrators,Troubleshooting,Technical Skills
69,55,3,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Troubleshooting,Technical Skills
69,54,3,"Maintenance and Repair Workers, General",Troubleshooting,Technical Skills
69,54,3,Motorboat Mechanics and Service Technicians,Troubleshooting,Technical Skills
69,54,3,Ship Engineers,Troubleshooting,Technical Skills
69,52,2,Outdoor Power Equipment and Other Small Engine Mechanics,Troubleshooting,Technical Skills
69,45,3,Musical Instrument Repairers and Tuners,Troubleshooting,Technical Skills
66,55,2,Millwrights,Troubleshooting,Technical Skills
66,55,4,Robotics Engineers,Troubleshooting,Technical Skills
66,54,3,Automotive Service Technicians and Mechanics,Troubleshooting,Technical Skills
66,54,2,Geothermal Technicians,Troubleshooting,Technical Skills
66,52,3,"Electronic Equipment Installers and Repairers, Motor Vehicles",Troubleshooting,Technical Skills
66,52,2,Home Appliance Repairers,Troubleshooting,Technical Skills
66,50,3,Audiovisual Equipment Installers and Repairers,Troubleshooting,Technical Skills
66,46,3,"Maintenance Workers, Machinery",Troubleshooting,Technical Skills
66,45,3,Medical Appliance Technicians,Troubleshooting,Technical Skills
66,43,2,Bicycle Repairers,Troubleshooting,Technical Skills
63,57,3,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Troubleshooting,Technical Skills
63,52,4,Manufacturing Engineers,Troubleshooting,Technical Skills
63,50,3,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Troubleshooting,Technical Skills
63,50,2,Recreational Vehicle Service Technicians,Troubleshooting,Technical Skills
60,52,3,Hydroelectric Plant Technicians,Troubleshooting,Technical Skills
60,48,2,Electrical Power-Line Installers and Repairers,Troubleshooting,Technical Skills
60,46,3,"Computer, Automated Teller, and Office Machine Repairers",Troubleshooting,Technical Skills
60,45,2,"Service Unit Operators, Oil and Gas",Troubleshooting,Technical Skills
60,43,2,Helpers--Extraction Workers,Troubleshooting,Technical Skills
57,50,3,Electrical and Electronic Engineering Technologists and Technicians,Troubleshooting,Technical Skills
56,50,3,Photonics Technicians,Troubleshooting,Technical Skills
56,46,3,Aviation Inspectors,Troubleshooting,Technical Skills
56,46,1,"Derrick Operators, Oil and Gas",Troubleshooting,Technical Skills
56,46,2,Manufactured Building and Mobile Home Installers,Troubleshooting,Technical Skills
56,46,3,Stationary Engineers and Boiler Operators,Troubleshooting,Technical Skills
56,46,3,Water and Wastewater Treatment Plant and System Operators,Troubleshooting,Technical Skills
56,45,3,Aerospace Engineering and Operations Technologists and Technicians,Troubleshooting,Technical Skills
56,45,3,Commercial Divers,Troubleshooting,Technical Skills
56,45,3,"Plumbers, Pipefitters, and Steamfitters",Troubleshooting,Technical Skills
56,45,2,Power Plant Operators,Troubleshooting,Technical Skills
56,43,3,Boilermakers,Troubleshooting,Technical Skills
56,43,2,"Coin, Vending, and Amusement Machine Servicers and Repairers",Troubleshooting,Technical Skills
56,43,2,Continuous Mining Machine Operators,Troubleshooting,Technical Skills
56,43,2,Rail-Track Laying and Maintenance Equipment Operators,Troubleshooting,Technical Skills
56,43,2,"Roof Bolters, Mining",Troubleshooting,Technical Skills
56,37,2,Timing Device Assemblers and Adjusters,Troubleshooting,Technical Skills
53,55,3,Computer Systems Analysts,Troubleshooting,Technical Skills
53,54,3,"First-Line Supervisors of Mechanics, Installers, and Repairers",Troubleshooting,Technical Skills
53,46,3,Solar Thermal Installers and Technicians,Troubleshooting,Technical Skills
53,45,4,"Airline Pilots, Copilots, and Flight Engineers",Troubleshooting,Technical Skills
53,45,4,Computer Network Support Specialists,Troubleshooting,Technical Skills
53,45,3,"Control and Valve Installers and Repairers, Except Mechanical Door",Troubleshooting,Technical Skills
53,45,2,Cooling and Freezing Equipment Operators and Tenders,Troubleshooting,Technical Skills
53,45,2,Gas Compressor and Gas Pumping Station Operators,Troubleshooting,Technical Skills
53,45,2,"Helpers--Installation, Maintenance, and Repair Workers",Troubleshooting,Technical Skills
53,45,2,"Loading and Moving Machine Operators, Underground Mining",Troubleshooting,Technical Skills
53,45,3,"Model Makers, Metal and Plastic",Troubleshooting,Technical Skills
53,45,2,Printing Press Operators,Troubleshooting,Technical Skills
53,45,2,Sailors and Marine Oilers,Troubleshooting,Technical Skills
53,43,1,Agricultural Equipment Operators,Troubleshooting,Technical Skills
53,43,2,Automotive Body and Related Repairers,Troubleshooting,Technical Skills
53,43,2,Pile Driver Operators,Troubleshooting,Technical Skills
53,43,2,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Troubleshooting,Technical Skills
53,43,2,Wellhead Pumpers,Troubleshooting,Technical Skills
53,41,2,Computer Numerically Controlled Tool Operators,Troubleshooting,Technical Skills
53,41,2,"Mixing and Blending Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
53,37,2,Medical Equipment Preparers,Troubleshooting,Technical Skills
50,52,4,Mechanical Engineers,Troubleshooting,Technical Skills
50,52,3,"Radio, Cellular, and Tower Equipment Installers and Repairers",Troubleshooting,Technical Skills
50,50,4,Chemical Engineers,Troubleshooting,Technical Skills
50,50,3,Nuclear Technicians,Troubleshooting,Technical Skills
50,48,2,Solar Photovoltaic Installers,Troubleshooting,Technical Skills
50,46,2,Biofuels Processing Technicians,Troubleshooting,Technical Skills
50,46,3,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Troubleshooting,Technical Skills
50,46,3,Security and Fire Alarm Systems Installers,Troubleshooting,Technical Skills
50,45,3,Automotive Engineering Technicians,Troubleshooting,Technical Skills
50,45,3,Broadcast Technicians,Troubleshooting,Technical Skills
50,45,2,Electromechanical Equipment Assemblers,Troubleshooting,Technical Skills
50,45,4,"Electronics Engineers, Except Computer",Troubleshooting,Technical Skills
50,45,2,Gas Plant Operators,Troubleshooting,Technical Skills
50,45,3,Nuclear Power Reactor Operators,Troubleshooting,Technical Skills
50,45,2,Telecommunications Line Installers and Repairers,Troubleshooting,Technical Skills
50,45,3,Watch and Clock Repairers,Troubleshooting,Technical Skills
50,43,2,Adhesive Bonding Machine Operators and Tenders,Troubleshooting,Technical Skills
50,43,4,Biomass Power Plant Managers,Troubleshooting,Technical Skills
50,43,2,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
50,43,2,"Cutting and Slicing Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
50,43,2,"Earth Drillers, Except Oil and Gas",Troubleshooting,Technical Skills
50,43,2,"Excavating and Loading Machine and Dragline Operators, Surface Mining",Troubleshooting,Technical Skills
50,43,4,Fuel Cell Engineers,Troubleshooting,Technical Skills
50,43,2,Helpers--Electricians,Troubleshooting,Technical Skills
50,43,2,Locksmiths and Safe Repairers,Troubleshooting,Technical Skills
50,43,1,Logging Equipment Operators,Troubleshooting,Technical Skills
50,43,2,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
50,43,2,Operating Engineers and Other Construction Equipment Operators,Troubleshooting,Technical Skills
50,43,3,Quality Control Analysts,Troubleshooting,Technical Skills
50,43,2,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
50,43,2,"Rotary Drill Operators, Oil and Gas",Troubleshooting,Technical Skills
50,43,1,Septic Tank Servicers and Sewer Pipe Cleaners,Troubleshooting,Technical Skills
50,43,2,"Textile Cutting Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
50,43,2,Weatherization Installers and Technicians,Troubleshooting,Technical Skills
50,43,2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Troubleshooting,Technical Skills
50,41,2,Cabinetmakers and Bench Carpenters,Troubleshooting,Technical Skills
50,41,3,Computer User Support Specialists,Troubleshooting,Technical Skills
50,41,2,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
50,41,2,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
50,41,2,Heavy and Tractor-Trailer Truck Drivers,Troubleshooting,Technical Skills
50,41,3,Machinists,Troubleshooting,Technical Skills
50,41,2,Motorboat Operators,Troubleshooting,Technical Skills
50,41,2,Non-Destructive Testing Specialists,Troubleshooting,Technical Skills
50,41,4,Nuclear Engineers,Troubleshooting,Technical Skills
50,41,2,"Paving, Surfacing, and Tamping Equipment Operators",Troubleshooting,Technical Skills
50,41,2,"Pump Operators, Except Wellhead Pumpers",Troubleshooting,Technical Skills
50,41,3,Tool and Die Makers,Troubleshooting,Technical Skills
50,41,2,"Tool Grinders, Filers, and Sharpeners",Troubleshooting,Technical Skills
50,41,2,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Troubleshooting,Technical Skills
50,39,2,Chemical Equipment Operators and Tenders,Troubleshooting,Technical Skills
50,39,3,Computer Numerically Controlled Tool Programmers,Troubleshooting,Technical Skills
50,39,2,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
50,37,3,Commercial Pilots,Troubleshooting,Technical Skills
50,37,2,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
50,37,2,"Sawing Machine Setters, Operators, and Tenders, Wood",Troubleshooting,Technical Skills
50,36,2,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Troubleshooting,Technical Skills
50,36,2,Industrial Truck and Tractor Operators,Troubleshooting,Technical Skills
47,50,4,Computer Network Architects,Troubleshooting,Technical Skills
47,46,3,Mechanical Engineering Technologists and Technicians,Troubleshooting,Technical Skills
47,45,3,Geothermal Production Managers,Troubleshooting,Technical Skills
47,43,3,Chemical Technicians,Troubleshooting,Technical Skills
47,43,3,Crane and Tower Operators,Troubleshooting,Technical Skills
47,43,2,Engine and Other Machine Assemblers,Troubleshooting,Technical Skills
47,43,2,Mechanical Door Repairers,Troubleshooting,Technical Skills
47,43,2,Pipelayers,Troubleshooting,Technical Skills
47,43,4,Software Quality Assurance Analysts and Testers,Troubleshooting,Technical Skills
47,43,3,Telecommunications Engineering Specialists,Troubleshooting,Technical Skills
47,41,2,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Troubleshooting,Technical Skills
47,41,2,"Grinding and Polishing Workers, Hand",Troubleshooting,Technical Skills
47,41,2,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Troubleshooting,Technical Skills
47,41,2,"Refractory Materials Repairers, Except Brickmasons",Troubleshooting,Technical Skills
47,41,2,Riggers,Troubleshooting,Technical Skills
47,41,2,Sheet Metal Workers,Troubleshooting,Technical Skills
47,39,3,"Captains, Mates, and Pilots of Water Vessels",Troubleshooting,Technical Skills
47,39,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
47,39,1,Conveyor Operators and Tenders,Troubleshooting,Technical Skills
47,39,2,Endoscopy Technicians,Troubleshooting,Technical Skills
47,39,2,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Troubleshooting,Technical Skills
47,39,2,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
47,39,3,Hazardous Materials Removal Workers,Troubleshooting,Technical Skills
47,39,2,Highway Maintenance Workers,Troubleshooting,Technical Skills
47,39,2,Metal-Refining Furnace Operators and Tenders,Troubleshooting,Technical Skills
47,39,2,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
47,39,2,Motion Picture Projectionists,Troubleshooting,Technical Skills
47,39,3,Radiation Therapists,Troubleshooting,Technical Skills
47,39,2,Semiconductor Processing Technicians,Troubleshooting,Technical Skills
47,37,2,Chemical Plant and System Operators,Troubleshooting,Technical Skills
47,37,4,Chemists,Troubleshooting,Technical Skills
47,37,2,Dredge Operators,Troubleshooting,Technical Skills
47,37,2,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
47,37,3,Neurodiagnostic Technologists,Troubleshooting,Technical Skills
47,37,2,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
47,37,2,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
47,37,2,Tire Repairers and Changers,Troubleshooting,Technical Skills
47,36,2,Photographic Process Workers and Processing Machine Operators,Troubleshooting,Technical Skills
45,42,2,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Troubleshooting,Technical Skills
44,48,4,Bioengineers and Biomedical Engineers,Troubleshooting,Technical Skills
44,47,4,Marine Engineers and Naval Architects,Troubleshooting,Technical Skills
44,46,4,Photonics Engineers,Troubleshooting,Technical Skills
44,43,3,Hydroelectric Production Managers,Troubleshooting,Technical Skills
44,41,3,Audio and Video Technicians,Troubleshooting,Technical Skills
44,41,2,Biomass Plant Technicians,Troubleshooting,Technical Skills
44,41,2,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
44,41,2,"Explosives Workers, Ordnance Handling Experts, and Blasters",Troubleshooting,Technical Skills
44,41,4,Medical and Clinical Laboratory Technologists,Troubleshooting,Technical Skills
44,39,4,Electrical Engineers,Troubleshooting,Technical Skills
44,39,4,Fire-Prevention and Protection Engineers,Troubleshooting,Technical Skills
44,39,2,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
44,39,3,Medical and Clinical Laboratory Technicians,Troubleshooting,Technical Skills
44,39,2,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
44,39,2,"Molders, Shapers, and Casters, Except Metal and Plastic",Troubleshooting,Technical Skills
44,39,3,Nuclear Monitoring Technicians,Troubleshooting,Technical Skills
44,39,4,Quality Control Systems Managers,Troubleshooting,Technical Skills
44,39,3,Sound Engineering Technicians,Troubleshooting,Technical Skills
44,38,4,Nanotechnology Engineering Technologists and Technicians,Troubleshooting,Technical Skills
44,37,4,Environmental Engineering Technologists and Technicians,Troubleshooting,Technical Skills
44,37,2,Locomotive Engineers,Troubleshooting,Technical Skills
44,37,2,Packaging and Filling Machine Operators and Tenders,Troubleshooting,Technical Skills
44,37,2,"Paper Goods Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
44,37,1,"Roustabouts, Oil and Gas",Troubleshooting,Technical Skills
44,36,1,Fallers,Troubleshooting,Technical Skills
44,36,3,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Troubleshooting,Technical Skills
44,36,2,"Office Machine Operators, Except Computer",Troubleshooting,Technical Skills
44,36,3,Power Distributors and Dispatchers,Troubleshooting,Technical Skills
44,36,2,Shoe Machine Operators and Tenders,Troubleshooting,Technical Skills
44,36,3,Wind Energy Operations Managers,Troubleshooting,Technical Skills
44,34,2,Hoist and Winch Operators,Troubleshooting,Technical Skills
44,32,2,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Troubleshooting,Technical Skills
44,32,3,Surgical Technologists,Troubleshooting,Technical Skills
44,32,2,Tree Trimmers and Pruners,Troubleshooting,Technical Skills
44,29,2,Machine Feeders and Offbearers,Troubleshooting,Technical Skills
42,37,4,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Troubleshooting,Technical Skills
42,35,1,Fishing and Hunting Workers,Troubleshooting,Technical Skills
41,45,4,Computer Hardware Engineers,Troubleshooting,Technical Skills
41,39,2,"Pourers and Casters, Metal",Troubleshooting,Technical Skills
41,39,2,Print Binding and Finishing Workers,Troubleshooting,Technical Skills
41,39,3,Solar Energy Installation Managers,Troubleshooting,Technical Skills
41,37,4,Biological Technicians,Troubleshooting,Technical Skills
41,37,3,Firefighters,Troubleshooting,Technical Skills
41,37,3,Magnetic Resonance Imaging Technologists,Troubleshooting,Technical Skills
41,36,2,"Tank Car, Truck, and Ship Loaders",Troubleshooting,Technical Skills
41,34,2,Etchers and Engravers,Troubleshooting,Technical Skills
41,34,3,Precision Agriculture Technicians,Troubleshooting,Technical Skills
41,32,1,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Troubleshooting,Technical Skills
41,32,3,Radiologic Technologists and Technicians,Troubleshooting,Technical Skills
41,32,2,Textile Bleaching and Dyeing Machine Operators and Tenders,Troubleshooting,Technical Skills
41,30,3,Hearing Aid Specialists,Troubleshooting,Technical Skills
41,30,2,Subway and Streetcar Operators,Troubleshooting,Technical Skills
38,43,4,Web Administrators,Troubleshooting,Technical Skills
38,36,5,Anesthesiologist Assistants,Troubleshooting,Technical Skills
38,36,3,Cardiovascular Technologists and Technicians,Troubleshooting,Technical Skills
38,36,4,Computer and Information Systems Managers,Troubleshooting,Technical Skills
38,36,4,Computer Systems Engineers/Architects,Troubleshooting,Technical Skills
38,36,4,Database Administrators,Troubleshooting,Technical Skills
38,36,2,"Glass Blowers, Molders, Benders, and Finishers",Troubleshooting,Technical Skills
38,34,1,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Troubleshooting,Technical Skills
38,34,5,Microsystems Engineers,Troubleshooting,Technical Skills
38,34,2,Recycling and Reclamation Workers,Troubleshooting,Technical Skills
38,32,2,Automotive and Watercraft Service Attendants,Troubleshooting,Technical Skills
38,32,2,Furniture Finishers,Troubleshooting,Technical Skills
38,32,3,Veterinary Technologists and Technicians,Troubleshooting,Technical Skills
38,30,2,"Welders, Cutters, Solderers, and Brazers",Troubleshooting,Technical Skills
38,29,5,Cytotechnologists,Troubleshooting,Technical Skills
38,29,2,Electrical and Electronic Equipment Assemblers,Troubleshooting,Technical Skills
38,29,2,Pest Control Workers,Troubleshooting,Technical Skills
38,29,2,Refuse and Recyclable Material Collectors,Troubleshooting,Technical Skills
38,29,2,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
38,27,2,"Meter Readers, Utilities",Troubleshooting,Technical Skills
38,27,2,Structural Iron and Steel Workers,Troubleshooting,Technical Skills
36,33,4,"Geological Technicians, Except Hydrologic Technicians",Troubleshooting,Technical Skills
35,43,5,Computer and Information Research Scientists,Troubleshooting,Technical Skills
35,43,4,Radio Frequency Identification Device Specialists,Troubleshooting,Technical Skills
35,36,5,Nurse Anesthetists,Troubleshooting,Technical Skills
35,36,2,Segmental Pavers,Troubleshooting,Technical Skills
35,34,4,Remote Sensing Technicians,Troubleshooting,Technical Skills
35,34,2,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Troubleshooting,Technical Skills
35,32,4,"Farmers, Ranchers, and Other Agricultural Managers",Troubleshooting,Technical Skills
35,32,2,Fiberglass Laminators and Fabricators,Troubleshooting,Technical Skills
35,32,2,Helpers--Roofers,Troubleshooting,Technical Skills
35,32,3,Nuclear Medicine Technologists,Troubleshooting,Technical Skills
35,32,3,"Patternmakers, Wood",Troubleshooting,Technical Skills
35,32,2,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Troubleshooting,Technical Skills
35,32,5,Prosthodontists,Troubleshooting,Technical Skills
35,32,1,"Rock Splitters, Quarry",Troubleshooting,Technical Skills
35,32,4,Solar Energy Systems Engineers,Troubleshooting,Technical Skills
35,30,3,"Camera Operators, Television, Video, and Film",Troubleshooting,Technical Skills
35,30,2,Carpenters,Troubleshooting,Technical Skills
35,30,4,Logistics Engineers,Troubleshooting,Technical Skills
35,30,2,Ophthalmic Laboratory Technicians,Troubleshooting,Technical Skills
35,30,3,Respiratory Therapists,Troubleshooting,Technical Skills
35,29,2,Aircraft Cargo Handling Supervisors,Troubleshooting,Technical Skills
35,29,2,Bridge and Lock Tenders,Troubleshooting,Technical Skills
35,29,2,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Troubleshooting,Technical Skills
35,29,2,"Insulation Workers, Floor, Ceiling, and Wall",Troubleshooting,Technical Skills
35,29,3,Stonemasons,Troubleshooting,Technical Skills
35,29,2,Upholsterers,Troubleshooting,Technical Skills
35,27,3,Electrical and Electronics Drafters,Troubleshooting,Technical Skills
35,25,1,Cement Masons and Concrete Finishers,Troubleshooting,Technical Skills
35,21,2,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Troubleshooting,Technical Skills
35,Not available,3,Fire Inspectors and Investigators,Troubleshooting,Technical Skills
31,39,3,Diagnostic Medical Sonographers,Troubleshooting,Technical Skills
31,37,5,Nanosystems Engineers,Troubleshooting,Technical Skills
31,36,3,First-Line Supervisors of Production and Operating Workers,Troubleshooting,Technical Skills
31,36,4,Mechatronics Engineers,Troubleshooting,Technical Skills
31,32,2,Dental Laboratory Technicians,Troubleshooting,Technical Skills
31,32,2,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Troubleshooting,Technical Skills
31,32,4,Industrial Production Managers,Troubleshooting,Technical Skills
31,32,2,"Inspectors, Testers, Sorters, Samplers, and Weighers",Troubleshooting,Technical Skills
31,32,2,"Laborers and Freight, Stock, and Material Movers, Hand",Troubleshooting,Technical Skills
31,32,4,Validation Engineers,Troubleshooting,Technical Skills
31,30,3,Agricultural Technicians,Troubleshooting,Technical Skills
31,30,2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Troubleshooting,Technical Skills
31,30,3,Dental Hygienists,Troubleshooting,Technical Skills
31,30,3,Energy Auditors,Troubleshooting,Technical Skills
31,30,3,First-Line Supervisors of Firefighting and Prevention Workers,Troubleshooting,Technical Skills
31,30,3,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Troubleshooting,Technical Skills
31,30,3,Forest Fire Inspectors and Prevention Specialists,Troubleshooting,Technical Skills
31,30,2,Helpers--Carpenters,Troubleshooting,Technical Skills
31,30,2,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Troubleshooting,Technical Skills
31,30,2,Railroad Conductors and Yardmasters,Troubleshooting,Technical Skills
31,29,4,Biofuels Production Managers,Troubleshooting,Technical Skills
31,29,2,Construction Laborers,Troubleshooting,Technical Skills
31,29,3,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Troubleshooting,Technical Skills
31,29,4,Materials Engineers,Troubleshooting,Technical Skills
31,29,1,"Meat, Poultry, and Fish Cutters and Trimmers",Troubleshooting,Technical Skills
31,29,2,Parking Enforcement Workers,Troubleshooting,Technical Skills
31,29,3,"Patternmakers, Metal and Plastic",Troubleshooting,Technical Skills
31,29,4,Petroleum Engineers,Troubleshooting,Technical Skills
31,29,3,Structural Metal Fabricators and Fitters,Troubleshooting,Technical Skills
31,27,2,Automotive Glass Installers and Repairers,Troubleshooting,Technical Skills
31,27,3,"Career/Technical Education Teachers, Postsecondary",Troubleshooting,Technical Skills
31,27,2,Cleaners of Vehicles and Equipment,Troubleshooting,Technical Skills
31,27,4,Fish and Game Wardens,Troubleshooting,Technical Skills
31,27,2,Retail Loss Prevention Specialists,Troubleshooting,Technical Skills
31,27,3,Surveying and Mapping Technicians,Troubleshooting,Technical Skills
31,27,2,Transportation Security Screeners,Troubleshooting,Technical Skills
31,25,1,"Pressers, Textile, Garment, and Related Materials",Troubleshooting,Technical Skills
31,23,4,Computer Programmers,Troubleshooting,Technical Skills
28,37,5,Audiologists,Troubleshooting,Technical Skills
28,37,3,Web Developers,Troubleshooting,Technical Skills
28,32,5,Anesthesiologists,Troubleshooting,Technical Skills
28,32,4,Health Informatics Specialists,Troubleshooting,Technical Skills
28,32,1,Laundry and Dry-Cleaning Workers,Troubleshooting,Technical Skills
28,32,4,Occupational Health and Safety Specialists,Troubleshooting,Technical Skills
28,32,4,Water/Wastewater Engineers,Troubleshooting,Technical Skills
28,30,4,Agricultural Engineers,Troubleshooting,Technical Skills
28,30,3,Fabric and Apparel Patternmakers,Troubleshooting,Technical Skills
28,30,4,Food Scientists and Technologists,Troubleshooting,Technical Skills
28,30,5,Human Factors Engineers and Ergonomists,Troubleshooting,Technical Skills
28,30,3,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Troubleshooting,Technical Skills
28,30,3,Physical Therapist Assistants,Troubleshooting,Technical Skills
28,30,3,Prepress Technicians and Workers,Troubleshooting,Technical Skills
28,30,2,Team Assemblers,Troubleshooting,Technical Skills
28,29,3,First-Line Supervisors of Construction Trades and Extraction Workers,Troubleshooting,Technical Skills
28,29,1,Floor Sanders and Finishers,Troubleshooting,Technical Skills
28,29,2,Food Batchmakers,Troubleshooting,Technical Skills
28,29,2,Forest and Conservation Workers,Troubleshooting,Technical Skills
28,29,2,Foundry Mold and Coremakers,Troubleshooting,Technical Skills
28,29,2,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Troubleshooting,Technical Skills
28,29,1,Landscaping and Groundskeeping Workers,Troubleshooting,Technical Skills
28,29,2,"Layout Workers, Metal and Plastic",Troubleshooting,Technical Skills
28,29,5,Orthotists and Prosthetists,Troubleshooting,Technical Skills
28,29,1,Sewing Machine Operators,Troubleshooting,Technical Skills
28,29,2,Tire Builders,Troubleshooting,Technical Skills
28,29,3,Traffic Technicians,Troubleshooting,Technical Skills
28,28,3,Jewelers and Precious Stone and Metal Workers,Troubleshooting,Technical Skills
28,27,2,Carpet Installers,Troubleshooting,Technical Skills
28,27,2,First-Line Supervisors of Housekeeping and Janitorial Workers,Troubleshooting,Technical Skills
28,27,2,Helpers--Production Workers,Troubleshooting,Technical Skills
28,27,4,Information Security Analysts,Troubleshooting,Technical Skills
28,27,2,"Insulation Workers, Mechanical",Troubleshooting,Technical Skills
28,27,5,Materials Scientists,Troubleshooting,Technical Skills
28,27,1,Plasterers and Stucco Masons,Troubleshooting,Technical Skills
28,27,2,Public Safety Telecommunicators,Troubleshooting,Technical Skills
28,27,2,Terrazzo Workers and Finishers,Troubleshooting,Technical Skills
28,25,2,Gambling Change Persons and Booth Cashiers,Troubleshooting,Technical Skills
28,25,3,Ophthalmic Medical Technicians,Troubleshooting,Technical Skills
28,25,3,Photographers,Troubleshooting,Technical Skills
28,25,2,Roofers,Troubleshooting,Technical Skills
28,25,3,Surgical Assistants,Troubleshooting,Technical Skills
28,23,1,Baristas,Troubleshooting,Technical Skills
28,23,2,Correctional Officers and Jailers,Troubleshooting,Technical Skills
28,23,3,Food Science Technicians,Troubleshooting,Technical Skills
28,23,2,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Troubleshooting,Technical Skills
28,23,3,"Potters, Manufacturing",Troubleshooting,Technical Skills
28,21,3,"Insurance Appraisers, Auto Damage",Troubleshooting,Technical Skills
